user ,photo,created time,following or not,like type
41,216,13-04-2023 08:04,no,laughing
41,217,13-04-2023 08:04,yes,fire
41,218,13-04-2023 08:04,yes,clap
41,219,13-04-2023 08:04,no,heart emoji
41,220,13-04-2023 08:04,yes,thumbs up
41,221,13-04-2023 08:04,yes,laughing
41,222,13-04-2023 08:04,no,fire
41,223,13-04-2023 08:04,yes,clap
41,224,13-04-2023 08:04,yes,heart emoji
41,225,13-04-2023 08:04,no,thumbs up
41,226,13-04-2023 08:04,yes,laughing
41,227,13-04-2023 08:04,yes,fire
41,228,13-04-2023 08:04,no,clap
41,229,13-04-2023 08:04,yes,heart emoji
41,230,13-04-2023 08:04,yes,thumbs up
41,231,13-04-2023 08:04,no,laughing
41,232,13-04-2023 08:04,yes,fire
41,233,13-04-2023 08:04,yes,clap
41,234,13-04-2023 08:04,no,heart emoji
41,235,13-04-2023 08:04,yes,thumbs up
41,236,13-04-2023 08:04,yes,laughing
41,237,13-04-2023 08:04,no,fire
41,238,13-04-2023 08:04,yes,clap
41,239,13-04-2023 08:04,yes,heart emoji
41,240,13-04-2023 08:04,no,thumbs up
41,241,13-04-2023 08:04,yes,laughing
41,242,13-04-2023 08:04,yes,fire
41,243,13-04-2023 08:04,no,clap
41,244,13-04-2023 08:04,yes,heart emoji
41,245,13-04-2023 08:04,yes,thumbs up
41,246,13-04-2023 08:04,no,laughing
41,247,13-04-2023 08:04,yes,fire
41,248,13-04-2023 08:04,yes,clap
41,249,13-04-2023 08:04,no,heart emoji
41,250,13-04-2023 08:04,yes,thumbs up
41,251,13-04-2023 08:04,yes,laughing
41,252,13-04-2023 08:04,no,fire
41,253,13-04-2023 08:04,yes,clap
41,254,13-04-2023 08:04,yes,heart emoji
41,255,13-04-2023 08:04,no,thumbs up
41,256,13-04-2023 08:04,yes,laughing
41,257,13-04-2023 08:04,yes,fire
42,3,13-04-2023 08:04,no,clap
42,5,13-04-2023 08:04,yes,heart emoji
42,10,13-04-2023 08:04,yes,thumbs up
42,11,13-04-2023 08:04,no,laughing
42,13,13-04-2023 08:04,yes,fire
42,14,13-04-2023 08:04,yes,clap
42,15,13-04-2023 08:04,no,heart emoji
42,16,13-04-2023 08:04,yes,thumbs up
42,19,13-04-2023 08:04,yes,laughing
42,23,13-04-2023 08:04,no,fire
42,24,13-04-2023 08:04,yes,clap
42,30,13-04-2023 08:04,yes,heart emoji
42,31,13-04-2023 08:04,no,thumbs up
42,35,13-04-2023 08:04,yes,laughing
42,36,13-04-2023 08:04,yes,fire
42,42,13-04-2023 08:04,no,clap
42,43,13-04-2023 08:04,yes,heart emoji
42,46,13-04-2023 08:04,yes,thumbs up
42,47,13-04-2023 08:04,no,laughing
42,50,13-04-2023 08:04,yes,fire
42,56,13-04-2023 08:04,yes,clap
42,60,13-04-2023 08:04,no,heart emoji
42,61,13-04-2023 08:04,yes,thumbs up
42,65,13-04-2023 08:04,yes,laughing
42,70,13-04-2023 08:04,no,fire
42,72,13-04-2023 08:04,yes,clap
42,78,13-04-2023 08:04,yes,heart emoji
42,79,13-04-2023 08:04,no,thumbs up
42,85,13-04-2023 08:04,yes,laughing
42,94,13-04-2023 08:04,yes,fire
42,97,13-04-2023 08:04,no,clap
42,102,13-04-2023 08:04,yes,heart emoji
42,103,13-04-2023 08:04,yes,thumbs up
42,106,13-04-2023 08:04,no,laughing
42,111,13-04-2023 08:04,yes,fire
42,112,13-04-2023 08:04,yes,clap
42,114,13-04-2023 08:04,no,heart emoji
42,116,13-04-2023 08:04,yes,thumbs up
42,118,13-04-2023 08:04,yes,laughing
42,122,13-04-2023 08:04,no,fire
42,123,13-04-2023 08:04,yes,clap
42,126,13-04-2023 08:04,yes,heart emoji
42,127,13-04-2023 08:04,no,thumbs up
42,128,13-04-2023 08:04,yes,laughing
42,134,13-04-2023 08:04,yes,fire
42,135,13-04-2023 08:04,no,clap
42,138,13-04-2023 08:04,yes,heart emoji
42,139,13-04-2023 08:04,yes,thumbs up
42,142,13-04-2023 08:04,no,laughing
42,152,13-04-2023 08:04,yes,fire
42,153,13-04-2023 08:04,yes,clap
42,155,13-04-2023 08:04,no,heart emoji
42,156,13-04-2023 08:04,yes,thumbs up
42,159,13-04-2023 08:04,yes,laughing
42,164,13-04-2023 08:04,no,fire
42,167,13-04-2023 08:04,yes,clap
42,168,13-04-2023 08:04,yes,heart emoji
42,169,13-04-2023 08:04,no,thumbs up
42,170,13-04-2023 08:04,yes,laughing
42,182,13-04-2023 08:04,yes,fire
42,183,13-04-2023 08:04,no,clap
42,184,13-04-2023 08:04,yes,heart emoji
42,188,13-04-2023 08:04,yes,thumbs up
42,190,13-04-2023 08:04,no,laughing
42,192,13-04-2023 08:04,yes,fire
42,193,13-04-2023 08:04,yes,clap
42,194,13-04-2023 08:04,no,heart emoji
42,195,13-04-2023 08:04,yes,thumbs up
42,196,13-04-2023 08:04,yes,laughing
42,197,13-04-2023 08:04,no,fire
42,199,13-04-2023 08:04,yes,clap
42,202,13-04-2023 08:04,yes,heart emoji
42,212,13-04-2023 08:04,no,thumbs up
42,216,13-04-2023 08:04,yes,laughing
42,218,13-04-2023 08:04,yes,fire
42,220,13-04-2023 08:04,no,clap
42,222,13-04-2023 08:04,yes,heart emoji
42,226,13-04-2023 08:04,yes,thumbs up
42,231,13-04-2023 08:04,no,laughing
42,233,13-04-2023 08:04,yes,fire
42,236,13-04-2023 08:04,yes,clap
42,243,13-04-2023 08:04,no,heart emoji
42,247,13-04-2023 08:04,yes,thumbs up
42,248,13-04-2023 08:04,yes,laughing
42,250,13-04-2023 08:04,no,fire
42,251,13-04-2023 08:04,yes,clap
42,255,13-04-2023 08:04,yes,heart emoji
43,3,13-04-2023 08:04,no,thumbs up
43,4,13-04-2023 08:04,yes,laughing
43,5,13-04-2023 08:04,yes,fire
43,6,13-04-2023 08:04,no,clap
43,7,13-04-2023 08:04,yes,heart emoji
43,12,13-04-2023 08:04,yes,thumbs up
43,16,13-04-2023 08:04,no,laughing
43,21,13-04-2023 08:04,yes,fire
43,27,13-04-2023 08:04,yes,clap
43,28,13-04-2023 08:04,no,heart emoji
43,29,13-04-2023 08:04,yes,thumbs up
43,31,13-04-2023 08:04,yes,laughing
43,32,13-04-2023 08:04,no,fire
43,35,13-04-2023 08:04,yes,clap
43,38,13-04-2023 08:04,yes,heart emoji
43,39,13-04-2023 08:04,no,thumbs up
43,42,13-04-2023 08:04,yes,laughing
43,43,13-04-2023 08:04,yes,fire
43,48,13-04-2023 08:04,no,clap
43,57,13-04-2023 08:04,yes,heart emoji
43,62,13-04-2023 08:04,yes,thumbs up
43,64,13-04-2023 08:04,no,laughing
43,66,13-04-2023 08:04,yes,fire
43,68,13-04-2023 08:04,yes,clap
43,69,13-04-2023 08:04,no,heart emoji
43,70,13-04-2023 08:04,yes,thumbs up
43,72,13-04-2023 08:04,yes,laughing
43,73,13-04-2023 08:04,no,fire
43,75,13-04-2023 08:04,yes,clap
43,76,13-04-2023 08:04,yes,heart emoji
43,85,13-04-2023 08:04,no,thumbs up
43,86,13-04-2023 08:04,yes,laughing
43,98,13-04-2023 08:04,yes,fire
43,104,13-04-2023 08:04,no,clap
43,105,13-04-2023 08:04,yes,heart emoji
43,106,13-04-2023 08:04,yes,thumbs up
43,107,13-04-2023 08:04,no,laughing
43,108,13-04-2023 08:04,yes,fire
43,110,13-04-2023 08:04,yes,clap
43,117,13-04-2023 08:04,no,heart emoji
43,118,13-04-2023 08:04,yes,thumbs up
43,119,13-04-2023 08:04,yes,laughing
43,121,13-04-2023 08:04,no,fire
43,126,13-04-2023 08:04,yes,clap
43,127,13-04-2023 08:04,yes,heart emoji
43,128,13-04-2023 08:04,no,thumbs up
43,132,13-04-2023 08:04,yes,laughing
43,133,13-04-2023 08:04,yes,fire
43,135,13-04-2023 08:04,no,clap
43,137,13-04-2023 08:04,yes,heart emoji
43,139,13-04-2023 08:04,yes,thumbs up
43,140,13-04-2023 08:04,no,laughing
43,147,13-04-2023 08:04,yes,fire
43,153,13-04-2023 08:04,yes,clap
43,155,13-04-2023 08:04,no,heart emoji
43,162,13-04-2023 08:04,yes,thumbs up
43,164,13-04-2023 08:04,yes,laughing
43,166,13-04-2023 08:04,no,fire
43,168,13-04-2023 08:04,yes,clap
43,172,13-04-2023 08:04,yes,heart emoji
43,174,13-04-2023 08:04,no,thumbs up
43,177,13-04-2023 08:04,yes,laughing
43,182,13-04-2023 08:04,yes,fire
43,183,13-04-2023 08:04,no,clap
43,184,13-04-2023 08:04,yes,heart emoji
43,189,13-04-2023 08:04,yes,thumbs up
43,192,13-04-2023 08:04,no,laughing
43,193,13-04-2023 08:04,yes,fire
43,196,13-04-2023 08:04,yes,clap
43,204,13-04-2023 08:04,no,heart emoji
43,207,13-04-2023 08:04,yes,thumbs up
43,208,13-04-2023 08:04,yes,laughing
43,209,13-04-2023 08:04,no,fire
43,211,13-04-2023 08:04,yes,clap
43,222,13-04-2023 08:04,yes,heart emoji
43,223,13-04-2023 08:04,no,thumbs up
43,226,13-04-2023 08:04,yes,laughing
43,227,13-04-2023 08:04,yes,fire
43,229,13-04-2023 08:04,no,clap
43,231,13-04-2023 08:04,yes,heart emoji
43,236,13-04-2023 08:04,yes,thumbs up
43,239,13-04-2023 08:04,no,laughing
43,244,13-04-2023 08:04,yes,fire
43,248,13-04-2023 08:04,yes,clap
43,256,13-04-2023 08:04,no,heart emoji
43,257,13-04-2023 08:04,yes,thumbs up
44,2,13-04-2023 08:04,yes,laughing
44,3,13-04-2023 08:04,no,fire
44,5,13-04-2023 08:04,yes,clap
44,7,13-04-2023 08:04,yes,heart emoji
44,10,13-04-2023 08:04,no,thumbs up
44,11,13-04-2023 08:04,yes,laughing
44,12,13-04-2023 08:04,yes,fire
44,13,13-04-2023 08:04,no,clap
44,16,13-04-2023 08:04,yes,heart emoji
44,17,13-04-2023 08:04,yes,thumbs up
44,20,13-04-2023 08:04,no,laughing
44,25,13-04-2023 08:04,yes,fire
44,28,13-04-2023 08:04,yes,clap
44,35,13-04-2023 08:04,no,heart emoji
44,37,13-04-2023 08:04,yes,thumbs up
44,41,13-04-2023 08:04,yes,laughing
44,42,13-04-2023 08:04,no,fire
44,44,13-04-2023 08:04,yes,clap
44,45,13-04-2023 08:04,yes,heart emoji
44,53,13-04-2023 08:04,no,thumbs up
44,55,13-04-2023 08:04,yes,laughing
44,56,13-04-2023 08:04,yes,fire
44,59,13-04-2023 08:04,no,clap
44,62,13-04-2023 08:04,yes,heart emoji
44,65,13-04-2023 08:04,yes,thumbs up
44,70,13-04-2023 08:04,no,laughing
44,82,13-04-2023 08:04,yes,fire
44,84,13-04-2023 08:04,yes,clap
44,85,13-04-2023 08:04,no,heart emoji
44,95,13-04-2023 08:04,yes,thumbs up
44,97,13-04-2023 08:04,yes,laughing
44,99,13-04-2023 08:04,no,fire
44,100,13-04-2023 08:04,yes,clap
44,101,13-04-2023 08:04,yes,heart emoji
44,103,13-04-2023 08:04,no,thumbs up
44,104,13-04-2023 08:04,yes,laughing
44,107,13-04-2023 08:04,yes,fire
44,110,13-04-2023 08:04,no,clap
44,118,13-04-2023 08:04,yes,heart emoji
44,121,13-04-2023 08:04,yes,thumbs up
44,124,13-04-2023 08:04,no,laughing
44,127,13-04-2023 08:04,yes,fire
44,130,13-04-2023 08:04,yes,clap
44,132,13-04-2023 08:04,no,heart emoji
44,137,13-04-2023 08:04,yes,thumbs up
44,142,13-04-2023 08:04,yes,laughing
44,146,13-04-2023 08:04,no,fire
44,149,13-04-2023 08:04,yes,clap
44,150,13-04-2023 08:04,yes,heart emoji
44,151,13-04-2023 08:04,no,thumbs up
44,159,13-04-2023 08:04,yes,laughing
44,161,13-04-2023 08:04,yes,fire
44,164,13-04-2023 08:04,no,clap
44,168,13-04-2023 08:04,yes,heart emoji
44,169,13-04-2023 08:04,yes,thumbs up
44,170,13-04-2023 08:04,no,laughing
44,176,13-04-2023 08:04,yes,fire
44,178,13-04-2023 08:04,yes,clap
44,182,13-04-2023 08:04,no,heart emoji
44,185,13-04-2023 08:04,yes,thumbs up
44,187,13-04-2023 08:04,yes,laughing
44,188,13-04-2023 08:04,no,fire
44,189,13-04-2023 08:04,yes,clap
44,193,13-04-2023 08:04,yes,heart emoji
44,199,13-04-2023 08:04,no,thumbs up
44,205,13-04-2023 08:04,yes,laughing
44,207,13-04-2023 08:04,yes,fire
44,208,13-04-2023 08:04,no,clap
44,211,13-04-2023 08:04,yes,heart emoji
44,213,13-04-2023 08:04,yes,thumbs up
44,219,13-04-2023 08:04,no,laughing
44,221,13-04-2023 08:04,yes,fire
44,225,13-04-2023 08:04,yes,clap
44,226,13-04-2023 08:04,no,heart emoji
44,227,13-04-2023 08:04,yes,thumbs up
44,229,13-04-2023 08:04,yes,laughing
44,230,13-04-2023 08:04,no,fire
44,231,13-04-2023 08:04,yes,clap
44,232,13-04-2023 08:04,yes,heart emoji
44,235,13-04-2023 08:04,no,thumbs up
44,239,13-04-2023 08:04,yes,laughing
44,240,13-04-2023 08:04,yes,fire
44,244,13-04-2023 08:04,no,clap
44,249,13-04-2023 08:04,yes,heart emoji
44,254,13-04-2023 08:04,yes,thumbs up
44,256,13-04-2023 08:04,no,laughing
46,1,13-04-2023 08:04,yes,fire
46,3,13-04-2023 08:04,yes,clap
46,4,13-04-2023 08:04,no,heart emoji
46,6,13-04-2023 08:04,yes,thumbs up
46,11,13-04-2023 08:04,yes,laughing
46,18,13-04-2023 08:04,no,fire
46,22,13-04-2023 08:04,yes,clap
46,23,13-04-2023 08:04,yes,heart emoji
46,24,13-04-2023 08:04,no,thumbs up
46,25,13-04-2023 08:04,yes,laughing
46,29,13-04-2023 08:04,yes,fire
46,32,13-04-2023 08:04,no,clap
46,33,13-04-2023 08:04,yes,heart emoji
46,34,13-04-2023 08:04,yes,thumbs up
46,40,13-04-2023 08:04,no,laughing
46,43,13-04-2023 08:04,yes,fire
46,44,13-04-2023 08:04,yes,clap
46,46,13-04-2023 08:04,no,heart emoji
46,52,13-04-2023 08:04,yes,thumbs up
46,53,13-04-2023 08:04,yes,laughing
46,58,13-04-2023 08:04,no,fire
46,62,13-04-2023 08:04,yes,clap
46,66,13-04-2023 08:04,yes,heart emoji
46,72,13-04-2023 08:04,no,thumbs up
46,84,13-04-2023 08:04,yes,laughing
46,85,13-04-2023 08:04,yes,fire
46,87,13-04-2023 08:04,no,clap
46,88,13-04-2023 08:04,yes,heart emoji
46,91,13-04-2023 08:04,yes,thumbs up
46,92,13-04-2023 08:04,no,laughing
46,94,13-04-2023 08:04,yes,fire
46,97,13-04-2023 08:04,yes,clap
46,100,13-04-2023 08:04,no,heart emoji
46,105,13-04-2023 08:04,yes,thumbs up
46,107,13-04-2023 08:04,yes,laughing
46,120,13-04-2023 08:04,no,fire
46,125,13-04-2023 08:04,yes,clap
46,127,13-04-2023 08:04,yes,heart emoji
46,129,13-04-2023 08:04,no,thumbs up
46,133,13-04-2023 08:04,yes,laughing
46,136,13-04-2023 08:04,yes,fire
46,138,13-04-2023 08:04,no,clap
46,147,13-04-2023 08:04,yes,heart emoji
46,153,13-04-2023 08:04,yes,thumbs up
46,154,13-04-2023 08:04,no,laughing
46,157,13-04-2023 08:04,yes,fire
46,158,13-04-2023 08:04,yes,clap
46,160,13-04-2023 08:04,no,heart emoji
46,162,13-04-2023 08:04,yes,thumbs up
46,169,13-04-2023 08:04,yes,laughing
46,171,13-04-2023 08:04,no,fire
46,172,13-04-2023 08:04,yes,clap
46,174,13-04-2023 08:04,yes,heart emoji
46,183,13-04-2023 08:04,no,thumbs up
46,189,13-04-2023 08:04,yes,laughing
46,191,13-04-2023 08:04,yes,fire
46,192,13-04-2023 08:04,no,clap
46,197,13-04-2023 08:04,yes,heart emoji
46,198,13-04-2023 08:04,yes,thumbs up
46,200,13-04-2023 08:04,no,laughing
46,205,13-04-2023 08:04,yes,fire
46,206,13-04-2023 08:04,yes,clap
46,208,13-04-2023 08:04,no,heart emoji
46,210,13-04-2023 08:04,yes,thumbs up
46,211,13-04-2023 08:04,yes,laughing
46,214,13-04-2023 08:04,no,fire
46,216,13-04-2023 08:04,yes,clap
46,220,13-04-2023 08:04,yes,heart emoji
46,222,13-04-2023 08:04,no,thumbs up
46,224,13-04-2023 08:04,yes,laughing
46,227,13-04-2023 08:04,yes,fire
46,229,13-04-2023 08:04,no,clap
46,230,13-04-2023 08:04,yes,heart emoji
46,232,13-04-2023 08:04,yes,thumbs up
46,233,13-04-2023 08:04,no,laughing
46,234,13-04-2023 08:04,yes,fire
46,237,13-04-2023 08:04,yes,clap
46,238,13-04-2023 08:04,no,heart emoji
46,239,13-04-2023 08:04,yes,thumbs up
46,240,13-04-2023 08:04,yes,laughing
46,241,13-04-2023 08:04,no,fire
46,243,13-04-2023 08:04,yes,clap
46,245,13-04-2023 08:04,yes,heart emoji
46,246,13-04-2023 08:04,no,thumbs up
46,247,13-04-2023 08:04,yes,laughing
46,249,13-04-2023 08:04,yes,fire
46,250,13-04-2023 08:04,no,clap
46,256,13-04-2023 08:04,yes,heart emoji
47,1,13-04-2023 08:04,yes,thumbs up
47,5,13-04-2023 08:04,no,laughing
47,12,13-04-2023 08:04,yes,fire
47,15,13-04-2023 08:04,yes,clap
47,16,13-04-2023 08:04,no,heart emoji
47,18,13-04-2023 08:04,yes,thumbs up
47,24,13-04-2023 08:04,yes,laughing
47,26,13-04-2023 08:04,no,fire
47,30,13-04-2023 08:04,yes,clap
47,31,13-04-2023 08:04,yes,heart emoji
47,36,13-04-2023 08:04,no,thumbs up
47,38,13-04-2023 08:04,yes,laughing
47,39,13-04-2023 08:04,yes,fire
47,44,13-04-2023 08:04,no,clap
47,45,13-04-2023 08:04,yes,heart emoji
47,48,13-04-2023 08:04,yes,thumbs up
47,49,13-04-2023 08:04,no,laughing
47,50,13-04-2023 08:04,yes,fire
47,59,13-04-2023 08:04,yes,clap
47,66,13-04-2023 08:04,no,heart emoji
47,68,13-04-2023 08:04,yes,thumbs up
47,69,13-04-2023 08:04,yes,laughing
47,74,13-04-2023 08:04,no,fire
47,75,13-04-2023 08:04,yes,clap
47,77,13-04-2023 08:04,yes,heart emoji
47,84,13-04-2023 08:04,no,thumbs up
47,85,13-04-2023 08:04,yes,laughing
47,89,13-04-2023 08:04,yes,fire
47,95,13-04-2023 08:04,no,clap
47,97,13-04-2023 08:04,yes,heart emoji
47,98,13-04-2023 08:04,yes,thumbs up
47,101,13-04-2023 08:04,no,laughing
47,113,13-04-2023 08:04,yes,fire
47,114,13-04-2023 08:04,yes,clap
47,115,13-04-2023 08:04,no,heart emoji
47,116,13-04-2023 08:04,yes,thumbs up
47,117,13-04-2023 08:04,yes,laughing
47,120,13-04-2023 08:04,no,fire
47,124,13-04-2023 08:04,yes,clap
47,125,13-04-2023 08:04,yes,heart emoji
47,127,13-04-2023 08:04,no,thumbs up
47,134,13-04-2023 08:04,yes,laughing
47,144,13-04-2023 08:04,yes,fire
47,145,13-04-2023 08:04,no,clap
47,147,13-04-2023 08:04,yes,heart emoji
47,152,13-04-2023 08:04,yes,thumbs up
47,156,13-04-2023 08:04,no,laughing
47,157,13-04-2023 08:04,yes,fire
47,165,13-04-2023 08:04,yes,clap
47,168,13-04-2023 08:04,no,heart emoji
47,174,13-04-2023 08:04,yes,thumbs up
47,175,13-04-2023 08:04,yes,laughing
47,176,13-04-2023 08:04,no,fire
47,183,13-04-2023 08:04,yes,clap
47,184,13-04-2023 08:04,yes,heart emoji
47,186,13-04-2023 08:04,no,thumbs up
47,190,13-04-2023 08:04,yes,laughing
47,192,13-04-2023 08:04,yes,fire
47,196,13-04-2023 08:04,no,clap
47,200,13-04-2023 08:04,yes,heart emoji
47,203,13-04-2023 08:04,yes,thumbs up
47,216,13-04-2023 08:04,no,laughing
47,217,13-04-2023 08:04,yes,fire
47,225,13-04-2023 08:04,yes,clap
47,227,13-04-2023 08:04,no,heart emoji
47,228,13-04-2023 08:04,yes,thumbs up
47,230,13-04-2023 08:04,yes,laughing
47,231,13-04-2023 08:04,no,fire
47,233,13-04-2023 08:04,yes,clap
47,234,13-04-2023 08:04,yes,heart emoji
47,236,13-04-2023 08:04,no,thumbs up
47,237,13-04-2023 08:04,yes,laughing
47,241,13-04-2023 08:04,yes,fire
47,249,13-04-2023 08:04,no,clap
47,252,13-04-2023 08:04,yes,heart emoji
47,257,13-04-2023 08:04,yes,thumbs up
48,9,13-04-2023 08:04,no,laughing
48,12,13-04-2023 08:04,yes,fire
48,13,13-04-2023 08:04,yes,clap
48,14,13-04-2023 08:04,no,heart emoji
48,17,13-04-2023 08:04,yes,thumbs up
48,18,13-04-2023 08:04,yes,laughing
48,20,13-04-2023 08:04,no,fire
48,27,13-04-2023 08:04,yes,clap
48,37,13-04-2023 08:04,yes,heart emoji
48,40,13-04-2023 08:04,no,thumbs up
48,45,13-04-2023 08:04,yes,laughing
48,57,13-04-2023 08:04,yes,fire
48,59,13-04-2023 08:04,no,clap
48,61,13-04-2023 08:04,yes,heart emoji
48,63,13-04-2023 08:04,yes,thumbs up
48,64,13-04-2023 08:04,no,laughing
48,65,13-04-2023 08:04,yes,fire
48,74,13-04-2023 08:04,yes,clap
48,76,13-04-2023 08:04,no,heart emoji
48,83,13-04-2023 08:04,yes,thumbs up
48,84,13-04-2023 08:04,yes,laughing
48,85,13-04-2023 08:04,no,fire
48,88,13-04-2023 08:04,yes,clap
48,90,13-04-2023 08:04,yes,heart emoji
48,103,13-04-2023 08:04,no,thumbs up
48,104,13-04-2023 08:04,yes,laughing
48,105,13-04-2023 08:04,yes,fire
48,108,13-04-2023 08:04,no,clap
48,111,13-04-2023 08:04,yes,heart emoji
48,116,13-04-2023 08:04,yes,thumbs up
48,117,13-04-2023 08:04,no,laughing
48,123,13-04-2023 08:04,yes,fire
48,128,13-04-2023 08:04,yes,clap
48,130,13-04-2023 08:04,no,heart emoji
48,134,13-04-2023 08:04,yes,thumbs up
48,135,13-04-2023 08:04,yes,laughing
48,143,13-04-2023 08:04,no,fire
48,144,13-04-2023 08:04,yes,clap
48,145,13-04-2023 08:04,yes,heart emoji
48,146,13-04-2023 08:04,no,thumbs up
48,148,13-04-2023 08:04,yes,laughing
48,149,13-04-2023 08:04,yes,fire
48,151,13-04-2023 08:04,no,clap
48,153,13-04-2023 08:04,yes,heart emoji
48,157,13-04-2023 08:04,yes,thumbs up
48,161,13-04-2023 08:04,no,laughing
48,162,13-04-2023 08:04,yes,fire
48,163,13-04-2023 08:04,yes,clap
48,169,13-04-2023 08:04,no,heart emoji
48,172,13-04-2023 08:04,yes,thumbs up
48,173,13-04-2023 08:04,yes,laughing
48,174,13-04-2023 08:04,no,fire
48,177,13-04-2023 08:04,yes,clap
48,179,13-04-2023 08:04,yes,heart emoji
48,182,13-04-2023 08:04,no,thumbs up
48,184,13-04-2023 08:04,yes,laughing
48,186,13-04-2023 08:04,yes,fire
48,187,13-04-2023 08:04,no,clap
48,190,13-04-2023 08:04,yes,heart emoji
48,192,13-04-2023 08:04,yes,thumbs up
48,193,13-04-2023 08:04,no,laughing
48,194,13-04-2023 08:04,yes,fire
48,196,13-04-2023 08:04,yes,clap
48,197,13-04-2023 08:04,no,heart emoji
48,199,13-04-2023 08:04,yes,thumbs up
48,201,13-04-2023 08:04,yes,laughing
48,211,13-04-2023 08:04,no,fire
48,222,13-04-2023 08:04,yes,clap
48,228,13-04-2023 08:04,yes,heart emoji
48,230,13-04-2023 08:04,no,thumbs up
48,238,13-04-2023 08:04,yes,laughing
48,243,13-04-2023 08:04,yes,fire
48,248,13-04-2023 08:04,no,clap
48,256,13-04-2023 08:04,yes,heart emoji
48,257,13-04-2023 08:04,yes,thumbs up
50,3,13-04-2023 08:04,no,laughing
50,7,13-04-2023 08:04,yes,fire
50,9,13-04-2023 08:04,yes,clap
50,11,13-04-2023 08:04,no,heart emoji
50,12,13-04-2023 08:04,yes,thumbs up
50,15,13-04-2023 08:04,yes,laughing
50,19,13-04-2023 08:04,no,fire
50,23,13-04-2023 08:04,yes,clap
50,24,13-04-2023 08:04,yes,heart emoji
50,28,13-04-2023 08:04,no,thumbs up
50,36,13-04-2023 08:04,yes,laughing
50,37,13-04-2023 08:04,yes,fire
50,43,13-04-2023 08:04,no,clap
50,44,13-04-2023 08:04,yes,heart emoji
50,46,13-04-2023 08:04,yes,thumbs up
50,49,13-04-2023 08:04,no,laughing
50,50,13-04-2023 08:04,yes,fire
50,52,13-04-2023 08:04,yes,clap
50,53,13-04-2023 08:04,no,heart emoji
50,57,13-04-2023 08:04,yes,thumbs up
50,59,13-04-2023 08:04,yes,laughing
50,61,13-04-2023 08:04,no,fire
50,64,13-04-2023 08:04,yes,clap
50,67,13-04-2023 08:04,yes,heart emoji
50,69,13-04-2023 08:04,no,thumbs up
50,70,13-04-2023 08:04,yes,laughing
50,71,13-04-2023 08:04,yes,fire
50,82,13-04-2023 08:04,no,clap
50,88,13-04-2023 08:04,yes,heart emoji
50,89,13-04-2023 08:04,yes,thumbs up
50,90,13-04-2023 08:04,no,laughing
50,92,13-04-2023 08:04,yes,fire
50,100,13-04-2023 08:04,yes,clap
50,106,13-04-2023 08:04,no,heart emoji
50,107,13-04-2023 08:04,yes,thumbs up
50,111,13-04-2023 08:04,yes,laughing
50,114,13-04-2023 08:04,no,fire
50,117,13-04-2023 08:04,yes,clap
50,118,13-04-2023 08:04,yes,heart emoji
50,120,13-04-2023 08:04,no,thumbs up
50,122,13-04-2023 08:04,yes,laughing
50,123,13-04-2023 08:04,yes,fire
50,134,13-04-2023 08:04,no,clap
50,138,13-04-2023 08:04,yes,heart emoji
50,139,13-04-2023 08:04,yes,thumbs up
50,141,13-04-2023 08:04,no,laughing
50,142,13-04-2023 08:04,yes,fire
50,143,13-04-2023 08:04,yes,clap
50,144,13-04-2023 08:04,no,heart emoji
50,145,13-04-2023 08:04,yes,thumbs up
50,146,13-04-2023 08:04,yes,laughing
50,148,13-04-2023 08:04,no,fire
50,151,13-04-2023 08:04,yes,clap
50,153,13-04-2023 08:04,yes,heart emoji
50,155,13-04-2023 08:04,no,thumbs up
50,158,13-04-2023 08:04,yes,laughing
50,159,13-04-2023 08:04,yes,fire
50,161,13-04-2023 08:04,no,clap
50,164,13-04-2023 08:04,yes,heart emoji
50,165,13-04-2023 08:04,yes,thumbs up
50,169,13-04-2023 08:04,no,laughing
50,171,13-04-2023 08:04,yes,fire
50,174,13-04-2023 08:04,yes,clap
50,178,13-04-2023 08:04,no,heart emoji
50,179,13-04-2023 08:04,yes,thumbs up
50,181,13-04-2023 08:04,yes,laughing
50,182,13-04-2023 08:04,no,fire
50,183,13-04-2023 08:04,yes,clap
50,184,13-04-2023 08:04,yes,heart emoji
50,186,13-04-2023 08:04,no,thumbs up
50,187,13-04-2023 08:04,yes,laughing
50,192,13-04-2023 08:04,yes,fire
50,204,13-04-2023 08:04,no,clap
50,212,13-04-2023 08:04,yes,heart emoji
50,216,13-04-2023 08:04,yes,thumbs up
50,221,13-04-2023 08:04,no,laughing
50,235,13-04-2023 08:04,yes,fire
50,239,13-04-2023 08:04,yes,clap
50,241,13-04-2023 08:04,no,heart emoji
50,253,13-04-2023 08:04,yes,thumbs up
50,254,13-04-2023 08:04,yes,laughing
52,2,13-04-2023 08:04,no,fire
52,3,13-04-2023 08:04,yes,clap
52,4,13-04-2023 08:04,yes,heart emoji
52,8,13-04-2023 08:04,no,thumbs up
52,13,13-04-2023 08:04,yes,laughing
52,16,13-04-2023 08:04,yes,fire
52,17,13-04-2023 08:04,no,clap
52,19,13-04-2023 08:04,yes,heart emoji
52,21,13-04-2023 08:04,yes,thumbs up
52,26,13-04-2023 08:04,no,laughing
52,28,13-04-2023 08:04,yes,fire
52,42,13-04-2023 08:04,yes,clap
